Usia,IPK,SKD,Wawancara,Mengajar,Lulus,Lokasi,Lektor
32,3.49,32.509,18.0,15.6,1,4809. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
25,3.9,32.946,17.2,20.0,0,4809. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
25,3.9,32.436,17.2,16.8,0,4809. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
34,3.33,24.654,16.0,15.6,1,"2404. POLITEKNIK NEGERI NUNUKAN 1
",tidak
31,3.62,32.727,20.0,19.6,1,5221. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS TEKNIK DAN KEJURUAN ,tidak
29,3.6,28.582,15.2,16.0,1,4511. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
32,3.45,27.127,16.0,16.8,0,4511. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.4,26.909,15.6,16.8,1,4511. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU PENDIDIKAN ,tidak
30,3.63,28.946,18.8,19.2,1,"3720. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 4
",tidak
26,3.71,31.564,18.4,18.4,1,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
34,3.66,29.964,15.6,19.2,1,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
29,3.78,30.327,16.4,18.4,1,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
27,3.64,30.4,14.4,15.2,1,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
26,3.75,30.327,18.4,14.4,0,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
27,3.64,28.727,12.8,14.0,0,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
27,3.43,27.709,13.2,14.8,0,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
34,3.96,25.018,13.2,19.2,0,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
28,3.92,29.236,12.8,16.0,1,3419. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PERTANIAN ,tidak
33,3.89,28.946,17.2,19.6,1,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
26,3.6,29.746,12.8,18.0,1,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
30,3.91,31.346,15.6,10.0,0,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.68,27.709,13.2,8.8,0,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
32,3.98,30.254,8.8,8.4,0,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.82,29.6,8.0,8.4,0,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.84,30.109,18.4,18.8,1,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
26,3.94,25.964,10.0,8.8,0,4254. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,tidak
33,3.73,28.946,9.6,12.8,1,"4181. UNIVERSITAS NEGERI JAKARTA FAKULTAS EKONOMI 1
",tidak
27,3.69,28.436,13.6,17.2,0,"4181. UNIVERSITAS NEGERI JAKARTA FAKULTAS EKONOMI 1
",tidak
27,3.88,26.182,0.0,0.0,0,"4181. UNIVERSITAS NEGERI JAKARTA FAKULTAS EKONOMI 1
",tidak
25,3.64,31.927,19.2,15.6,1,4450. UNIVERSITAS NEGERI MEDAN FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
31,3.63,31.636,17.2,13.2,0,4450. UNIVERSITAS NEGERI MEDAN FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
33,3.68,31.709,18.4,14.4,0,4450. UNIVERSITAS NEGERI MEDAN FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
29,3.83,30.036,16.8,15.2,1,4450. UNIVERSITAS NEGERI MEDAN FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
31,3.79,26.618,18.0,16.0,0,4450. UNIVERSITAS NEGERI MEDAN FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
25,3.79,26.618,0.0,0.0,0,4450. UNIVERSITAS NEGERI MEDAN FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.63,30.109,16.8,18.0,1,"3852. UNIVERSITAS MATARAM FAKULTAS PERTANIAN 1
",tidak
31,3.73,28.436,16.0,17.6,0,"3852. UNIVERSITAS MATARAM FAKULTAS PERTANIAN 1
",tidak
28,3.48,27.491,14.4,15.2,0,"3852. UNIVERSITAS MATARAM FAKULTAS PERTANIAN 1
",tidak
30,3.76,26.254,0.0,0.0,0,4044. UNIVERSITAS NEGERI GORONTALO FAKULTAS HUKUM ,tidak
35,3.74,34.473,14.8,20.0,1,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
29,3.62,32.291,16.8,20.0,1,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
25,3.68,30.109,20.0,20.0,1,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
29,3.6,29.746,19.6,20.0,1,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
27,3.57,29.673,18.8,14.4,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
33,3.37,33.164,11.2,4.0,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
29,3.6,29.746,18.8,4.0,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
27,3.69,29.527,16.8,4.8,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
31,3.46,30.546,15.6,4.0,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
28,3.19,30.982,8.8,4.0,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
28,3.75,29.6,15.6,5.6,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
26,3.57,31.564,13.2,20.0,1,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
28,4.0,32.073,15.6,20.0,1,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
28,3.93,27.127,20.0,7.2,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
29,3.77,29.964,0.0,0.0,0,3388. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
34,3.78,31.782,13.2,12.0,1,"3716. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 2
",tidak
26,3.6,27.127,18.4,18.0,0,"3716. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 2
",tidak
31,3.74,30.473,13.2,12.0,0,"3716. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 2
",tidak
27,3.76,30.836,19.6,20.0,1,"3716. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 2
",tidak
26,3.9,31.564,16.0,16.8,0,"3716. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 2
",tidak
27,3.8,32.218,11.6,8.0,0,"3716. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 2
",tidak
30,3.95,30.327,18.8,16.8,1,3258. UNIVERSITAS JAMBI FAKULTAS SAINS DAN TEKNOLOGI ,tidak
30,3.66,32.436,18.4,20.0,1,3258. UNIVERSITAS JAMBI FAKULTAS SAINS DAN TEKNOLOGI ,tidak
28,3.82,28.946,16.4,17.6,0,3258. UNIVERSITAS JAMBI FAKULTAS SAINS DAN TEKNOLOGI ,tidak
26,3.62,28.8,15.2,17.6,0,3258. UNIVERSITAS JAMBI FAKULTAS SAINS DAN TEKNOLOGI ,tidak
27,3.38,28.654,14.8,14.4,0,3258. UNIVERSITAS JAMBI FAKULTAS SAINS DAN TEKNOLOGI ,tidak
28,3.54,32.146,16.0,17.2,1,3258. UNIVERSITAS JAMBI FAKULTAS SAINS DAN TEKNOLOGI ,tidak
28,3.5,31.927,15.2,15.6,1,6119. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU PENDIDIKAN ,tidak
25,3.61,33.382,15.6,15.2,0,6119. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU PENDIDIKAN ,tidak
31,3.55,33.018,19.6,19.6,0,6119. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU PENDIDIKAN ,tidak
26,3.5,29.964,18.4,16.4,1,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
27,3.82,29.673,17.6,14.4,1,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
33,3.75,28.873,13.6,17.2,1,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
31,3.72,27.709,15.2,18.0,1,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
30,3.42,29.164,14.8,14.0,1,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
32,3.76,28.509,14.0,14.0,0,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
30,3.79,25.091,14.4,15.6,0,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
26,3.26,28.946,12.8,10.4,0,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
29,3.62,29.018,14.8,13.6,0,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
26,3.21,24.146,17.6,18.4,0,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
28,3.5,28.436,14.0,13.6,1,5497. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,tidak
29,3.94,26.836,18.0,11.6,0,4385. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.49,27.782,16.4,9.2,0,4385. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
30,3.79,25.527,13.2,10.4,0,4385. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
32,3.4,26.836,16.4,14.8,1,4385. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.82,25.018,12.0,17.6,0,4385. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
33,3.58,30.909,13.6,16.8,1,"3295. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",tidak
32,3.35,29.454,16.4,19.2,0,"3295. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",tidak
29,3.69,27.854,13.2,12.0,0,"3295. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",tidak
33,3.92,25.964,20.0,20.0,1,"3295. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",tidak
27,3.77,28.0,4.0,5.6,0,"3295. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",tidak
31,3.84,30.691,4.0,6.0,0,"3295. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",tidak
34,3.61,32.436,17.6,16.0,1,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
28,3.42,31.782,18.8,18.8,1,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
32,3.64,32.436,12.8,14.8,1,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
32,3.51,31.709,12.0,14.0,1,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
33,3.78,31.782,11.6,13.6,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
30,3.42,32.291,10.0,10.4,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
33,3.67,31.782,12.8,10.0,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
31,3.7,33.164,12.0,10.8,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
35,3.33,32.364,13.6,9.6,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
33,3.51,32.146,19.6,19.6,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
31,3.59,34.109,12.4,6.0,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
30,3.73,32.073,14.4,8.4,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
28,3.85,31.709,16.4,18.0,1,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
28,3.89,32.291,16.4,17.2,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
28,3.77,32.218,14.8,12.4,0,"3718. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
35,3.97,24.364,15.2,15.2,1,4062. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
30,3.77,27.782,17.6,17.2,0,4062. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
26,3.65,29.818,15.2,18.0,1,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
33,3.79,29.382,14.0,20.0,1,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
29,3.79,30.4,14.4,18.8,1,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
29,3.42,29.164,14.8,18.0,1,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
27,3.56,30.327,14.0,16.4,0,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
26,3.84,29.236,13.6,15.2,0,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
29,4.0,31.346,15.2,15.6,0,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
30,3.56,29.236,14.4,15.2,0,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
31,3.42,30.546,16.0,14.0,0,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
27,3.86,29.818,0.0,0.0,0,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
26,3.84,29.309,14.4,16.0,1,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
31,4.0,29.818,15.2,12.8,1,2563. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,tidak
28,3.91,26.546,20.0,20.0,1,4115. UNIVERSITAS NEGERI GORONTALO FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
27,3.81,28.073,18.8,16.4,1,4739. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.84,29.236,16.0,18.8,1,4739. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
32,3.75,26.036,18.0,18.4,0,4739. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
34,3.5,30.4,17.6,18.4,1,5603. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
34,3.45,27.927,19.2,19.2,1,5603. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.94,30.909,14.8,12.8,0,5603. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
33,3.92,28.364,15.2,14.0,0,5603. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.27,30.182,14.4,14.0,1,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
30,3.8,28.436,13.6,17.6,1,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.12,27.127,18.0,18.0,1,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,3.55,27.418,15.2,13.2,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.89,27.2,13.6,14.4,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
30,3.51,28.582,14.0,14.0,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.83,27.054,13.2,12.8,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
27,3.81,27.854,12.4,13.6,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
27,3.67,27.127,12.8,14.8,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.86,28.364,16.4,15.2,1,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,3.97,29.164,13.2,17.6,0,3753. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
30,3.94,34.036,18.8,16.8,1,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
31,3.77,26.764,18.8,17.2,1,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
27,3.6,30.327,8.8,12.4,0,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
31,3.48,27.564,8.8,12.4,0,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
28,3.54,26.764,8.8,10.8,0,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
31,3.8,27.054,8.8,12.0,0,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
27,3.8,29.673,18.4,14.8,0,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",tidak
32,3.42,28.946,18.4,14.8,1,2365. POLITEKNIK NEGERI MANADO JURUSAN TEKNIK ELEKTRO ,tidak
32,3.54,31.346,19.6,18.8,1,4842. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
34,3.75,29.746,17.2,16.0,1,4842. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
28,3.61,29.964,15.6,16.0,0,4842. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
28,3.66,27.709,16.0,11.6,0,4842. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
35,3.82,25.673,19.6,19.2,1,"6176. UNIVERSITAS UDAYANA FAKULTAS KEDOKTERAN 2
",tidak
35,3.6,29.964,10.0,13.6,1,"6176. UNIVERSITAS UDAYANA FAKULTAS KEDOKTERAN 2
",tidak
29,3.99,31.418,19.6,18.8,1,4531. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU SOSIAL ,tidak
30,3.6,29.6,11.2,14.0,0,4531. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU SOSIAL ,tidak
31,3.74,29.454,18.4,14.4,0,4531. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU SOSIAL ,tidak
28,3.99,29.309,16.0,14.4,1,4531. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU SOSIAL ,tidak
28,3.94,26.327,14.0,15.2,0,4531. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU SOSIAL ,tidak
32,3.45,28.073,0.0,0.0,0,1819. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,tidak
27,4.0,30.982,18.8,18.0,1,2279. POLITEKNIK NEGERI LAMPUNG JURUSAN TEKNOLOGI PERTANIAN ,tidak
28,4.0,29.746,17.2,17.2,1,2279. POLITEKNIK NEGERI LAMPUNG JURUSAN TEKNOLOGI PERTANIAN ,tidak
28,3.65,24.073,20.0,19.6,0,2279. POLITEKNIK NEGERI LAMPUNG JURUSAN TEKNOLOGI PERTANIAN ,tidak
27,3.74,28.146,18.0,12.8,0,2279. POLITEKNIK NEGERI LAMPUNG JURUSAN TEKNOLOGI PERTANIAN ,tidak
31,3.86,30.836,17.6,15.2,1,"3967. UNIVERSITAS MULAWARMAN FAKULTAS PERTANIAN 1
",tidak
31,3.4,31.2,19.2,17.6,1,3174. UNIVERSITAS HALU OLEO FAKULTAS ILMU BUDAYA JURUSAN SASTRA INGGRIS ,tidak
28,3.68,30.036,10.8,11.6,0,3174. UNIVERSITAS HALU OLEO FAKULTAS ILMU BUDAYA JURUSAN SASTRA INGGRIS ,tidak
27,3.59,30.254,10.8,10.8,0,3174. UNIVERSITAS HALU OLEO FAKULTAS ILMU BUDAYA JURUSAN SASTRA INGGRIS ,tidak
26,3.76,31.346,19.2,14.0,1,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
26,3.54,32.873,12.4,18.8,1,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
26,3.92,30.254,16.4,14.8,1,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
29,3.65,29.091,18.8,12.4,1,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
29,3.42,31.636,15.6,12.0,1,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
31,3.77,31.564,16.0,10.0,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
33,3.29,30.691,12.0,16.8,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
26,3.46,29.309,10.8,16.4,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
28,3.69,29.891,11.2,10.8,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
28,3.92,30.909,13.6,17.6,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
30,3.67,32.291,14.4,14.4,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
31,3.58,29.818,18.4,15.2,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
27,3.46,30.618,12.4,13.6,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
26,3.04,29.6,9.2,6.4,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
28,3.29,29.964,15.2,17.6,1,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
29,3.75,30.691,19.2,18.0,0,1990. POLITEKNIK NEGERI BANDUNG JURUSAN TEKNIK SIPIL ,tidak
32,3.61,32.654,20.0,20.0,1,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
26,3.68,32.946,18.4,11.2,1,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
34,3.91,33.527,20.0,10.0,1,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
24,3.89,32.0,14.4,11.6,1,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
27,3.72,32.654,14.0,11.2,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
31,3.71,32.291,12.0,10.0,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
31,3.72,33.236,12.0,11.2,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
34,3.49,32.291,10.4,8.4,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
29,3.7,31.782,9.2,9.6,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
25,4.0,33.309,7.6,8.8,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
26,3.88,32.291,10.4,0.0,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
26,3.47,32.291,0.0,0.0,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
26,3.93,31.418,20.0,19.6,1,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
27,3.76,33.164,5.6,10.4,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
30,3.77,32.582,12.0,0.0,0,"1782. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 5
",tidak
30,3.42,27.782,16.4,10.8,1,2675. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK ELEKTRO ,tidak
32,3.75,27.927,15.6,15.2,1,"3847. UNIVERSITAS MATARAM FAKULTAS PERTANIAN 2
",tidak
28,3.62,31.273,10.8,12.8,1,"3847. UNIVERSITAS MATARAM FAKULTAS PERTANIAN 2
",tidak
